"year","month","radiationtype","radiation"
"2011","11","dni","268276"
"2009","04","dni","192053"
"2013","04","ghi","173216"
"2013","12","dni","235688"
"2010","01","dni","211807"
"2016","04","ghi","170777"
"2018","04","ghi","179341"
"2013","03","dni","243281"
"2008","05","dni","239066"
"2008","12","dni","233945"
"2015","03","dni","175670"
"2009","07","ghi","141094"
"2018","08","dni","0"
"2014","10","ghi","228892"
"2015","01","dni","236032"
"2009","10","dni","259006"
"2011","05","ghi","127072"
"2015","02","dni","196258"
"2008","07","dni","225375"
"2012","11","dni","266845"
"2017","11","ghi","250533"
"2017","04","dni","211440"
"2011","08","ghi","176383"
"2014","05","ghi","139213"
"2015","12","dni","289925"
"2012","03","ghi","160835"
"2015","04","ghi","135618"
"2011","09","dni","270830"
"2008","10","ghi","208155"
"2009","05","dni","183040"
"2011","04","dni","184796"
"2012","06","ghi","124641"
"2010","02","ghi","212608"
"2010","01","ghi","221602"
"2013","12","ghi","227739"
"2015","05","ghi","107111"
"2015","10","ghi","223651"
"2017","10","dni","280551"
"2013","02","ghi","183469"
"2017","01","dni","191485"
"2015","02","ghi","194699"
"2015","01","ghi","232681"
"2008","01","ghi","227938"
"2009","12","dni","268592"
"2014","12","ghi","253439"
"2017","09","ghi","201796"
"2012","09","dni","226776"
"2016","05","ghi","134718"
"2010","10","ghi","224905"
"2011","06","ghi","133357"
"2013","05","ghi","130804"
"2018","05","ghi","154156"
"2009","04","ghi","161128"
"2008","02","ghi","174388"
"2012","08","ghi","169743"
"2011","01","ghi","201522"
"2011","10","ghi","229298"
"2011","02","ghi","149455"
"2010","08","dni","210190"
"2008","06","dni","164871"
"2014","07","dni","212423"
"2008","03","ghi","146545"
"2008","05","ghi","159429"
"2018","03","ghi","213395"
"2009","08","dni","241611"
"2010","12","dni","249470"
"2013","11","dni","266489"
"2014","11","dni","226552"
"2016","11","dni","291228"
"2013","03","ghi","207999"
"2015","06","dni","206026"
"2016","03","ghi","178782"
"2017","07","ghi","145518"
"2012","07","dni","184762"
"2010","04","ghi","164875"
"2014","09","dni","265202"
"2014","08","ghi","180498"
"2008","09","ghi","191214"
"2015","07","ghi","131598"
"2010","04","dni","191951"
"2009","10","ghi","227316"
"2008","07","ghi","145479"
"2009","01","ghi","229895"
"2009","02","ghi","156988"
"2009","07","dni","204799"
"2016","07","ghi","132609"
"2008","11","ghi","235798"
"2013","07","ghi","150001"
"2018","07","ghi","150008"
"2008","04","dni","168859"
"2014","07","ghi","144182"
"2010","06","ghi","128543"
"2009","09","dni","259529"
"2017","06","dni","188947"
"2017","03","ghi","194016"
"2014","09","ghi","203309"
"2018","03","dni","254364"
"2017","07","dni","209962"
"2014","03","dni","245627"
"2010","11","ghi","233955"
"2010","08","ghi","164712"
"2015","07","dni","173051"
"2010","09","dni","223649"
"2008","06","ghi","117717"
"2010","11","dni","265042"
"2013","11","ghi","233436"
"2016","11","ghi","245185"
"2015","04","dni","135585"
"2011","03","dni","159360"
"2009","08","ghi","173334"
"2013","04","dni","215946"
"2015","11","ghi","226481"
"2016","04","dni","211325"
"2018","04","dni","227109"
"2012","03","dni","144101"
"2011","09","ghi","206134"
"2017","12","dni","272814"
"2012","11","ghi","236959"
"2017","04","ghi","172510"
"2011","05","dni","160560"
"2009","05","ghi","137860"
"2012","09","ghi","191376"
"2012","04","dni","216537"
