"year","month","radiationtype","radiation"
"2009","05","ghi","153816"
"2017","03","ghi","211639"
"2011","09","dni","239447"
"2015","04","ghi","188960"
"2009","05","dni","174028"
"2012","11","dni","178286"
"2014","05","ghi","170594"
"2012","03","ghi","162644"
"2009","08","dni","232201"
"2018","03","ghi","217299"
"2008","05","ghi","176684"
"2008","04","dni","208528"
"2018","07","ghi","170100"
"2014","07","ghi","168995"
"2010","06","ghi","158923"
"2016","07","ghi","159483"
"2009","09","dni","188521"
"2014","09","ghi","207007"
"2017","06","dni","207207"
"2016","11","ghi","224571"
"2011","03","dni","85596"
"2015","11","ghi","202087"
"2013","11","ghi","184760"
"2018","04","dni","242157"
"2016","04","dni","202759"
"2009","08","ghi","186613"
"2015","04","dni","230696"
"2013","04","dni","217374"
"2012","03","dni","116311"
"2009","02","ghi","131707"
"2009","01","ghi","168929"
"2008","07","ghi","161171"
"2009","10","ghi","218483"
"2014","09","dni","246464"
"2013","03","ghi","170909"
"2017","07","ghi","166649"
"2016","11","dni","237406"
"2013","11","dni","145777"
"2014","11","dni","172980"
"2010","12","dni","124473"
"2014","08","ghi","192504"
"2010","04","ghi","165761"
"2015","06","dni","209168"
"2016","03","ghi","167392"
"2012","07","dni","194825"
"2008","10","ghi","214954"
"2017","04","dni","213960"
"2011","08","ghi","187017"
"2017","11","ghi","220881"
"2015","12","dni","107483"
